# Supplementary Table 10. Differentially expressed genes of subsets within major cell lineages
# Differentially expressed genes for each cluster analyzed within each major cell lineage (Cancer epithelial, Normal Epithelial, T-cells, B-cells, Myeloid, CAFs, PVL and Endothelial). Subset level clusters were compared against all other clusters within their major lineage using the MAST method (FindAllMarkers) with a log-scale fold change threshold of 0.25, detected in at least 0.1 of cells in either clusters and genes with a fraction difference of 0.1. Genes were filtered by an adjusted p-value threshold of 0.05. Statistical significance for differential gene expression in MAST69 was determined using the wilcox test, with all p-values adjusted using bonferroni correction.
p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	major lineage
1.50E-183	0.30718299	0.739	0.591	4.45E-179	Cancer Cycling	PARP1	Cancer Epithelial
8.66E-183	0.306367224	0.726	0.538	2.58E-178	Cancer Cycling	XRCC6	Cancer Epithelial
0	0.306063256	0.415	0.13	0	Cancer Cycling	RFC4	Cancer Epithelial
0	0.305318232	0.266	0.005	0	Cancer Cycling	SPC25	Cancer Epithelial
1.06E-196	0.304648466	0.748	0.59	3.15E-192	Cancer Cycling	SRRM1	Cancer Epithelial
1.49E-81	0.304535123	0.623	0.491	4.43E-77	Cancer Cycling	HLA-E	Cancer Epithelial
6.12E-210	0.30450418	0.749	0.568	1.82E-205	Cancer Cycling	ECHS1	Cancer Epithelial
3.03E-151	0.30426326	0.195	0.067	9.02E-147	Cancer Cycling	PLAU	Cancer Epithelial
7.79E-174	0.304112636	0.719	0.533	2.32E-169	Cancer Cycling	MTCH2	Cancer Epithelial
6.80E-210	0.303716804	0.268	0.094	2.02E-205	Cancer Cycling	SERPINE2	Cancer Epithelial
1.35E-182	0.303393547	0.664	0.476	4.01E-178	Cancer Cycling	SYNCRIP	Cancer Epithelial
3.96E-127	0.30246492	0.676	0.547	1.18E-122	Cancer Cycling	CNIH4	Cancer Epithelial
7.34E-299	0.300603039	0.21	0.041	2.18E-294	Cancer Cycling	HIST1H1D	Cancer Epithelial
0	0.299758224	0.293	0.025	0	Cancer Cycling	FAM83D	Cancer Epithelial
1.63E-187	0.299337826	0.673	0.476	4.83E-183	Cancer Cycling	PSMD2	Cancer Epithelial
1.37E-249	0.298691192	0.574	0.318	4.06E-245	Cancer Cycling	MARCKS	Cancer Epithelial
9.59E-131	0.298648662	0.36	0.199	2.85E-126	Cancer Cycling	PDSS2	Cancer Epithelial
2.42E-129	0.297848287	0.718	0.565	7.20E-125	Cancer Cycling	TKT	Cancer Epithelial
3.96E-181	0.29685237	0.838	0.727	1.18E-176	Cancer Cycling	ATPIF1	Cancer Epithelial
1.03E-158	0.29607496	0.714	0.566	3.07E-154	Cancer Cycling	SNRPF	Cancer Epithelial
0	0.295983062	0.274	0.006	0	Cancer Cycling	AURKB	Cancer Epithelial
9.16E-216	0.295856547	0.713	0.508	2.72E-211	Cancer Cycling	ARPC5L	Cancer Epithelial
8.39E-281	0.295627905	0.481	0.224	2.49E-276	Cancer Cycling	CALD1	Cancer Epithelial
1.79E-192	0.29548745	0.785	0.635	5.33E-188	Cancer Cycling	PDAP1	Cancer Epithelial
3.87E-122	0.294900247	0.808	0.674	1.15E-117	Cancer Cycling	PGK1	Cancer Epithelial
5.90E-72	0.294259548	0.602	0.463	1.75E-67	Cancer Cycling	DDIT4	Cancer Epithelial
8.96E-180	0.294165607	0.746	0.572	2.66E-175	Cancer Cycling	ADRM1	Cancer Epithelial
1.47E-244	0.294049469	0.351	0.139	4.38E-240	Cancer Cycling	SFRP1	Cancer Epithelial
4.00E-181	0.293309386	0.283	0.116	1.19E-176	Cancer Cycling	PTRF	Cancer Epithelial
5.89E-96	0.292195545	0.591	0.442	1.75E-91	Cancer Cycling	EPHX1	Cancer Epithelial
7.10E-227	0.291937865	0.642	0.413	2.11E-222	Cancer Cycling	DNAJC8	Cancer Epithelial
3.76E-213	0.291119766	0.286	0.106	1.12E-208	Cancer Cycling	RTN4IP1	Cancer Epithelial
3.81E-196	0.290773658	0.472	0.262	1.13E-191	Cancer Cycling	SYNE2	Cancer Epithelial
2.03E-159	0.289753204	0.528	0.328	6.02E-155	Cancer Cycling	SERPINH1	Cancer Epithelial
6.56E-147	0.289713927	0.802	0.688	1.95E-142	Cancer Cycling	ARPC1A	Cancer Epithelial
4.05872928624322e-314	0.289499254	0.465	0.203	0.00E+00	Cancer Cycling	EXOSC8	Cancer Epithelial
0	0.289471897	0.317	0.012	0	Cancer Cycling	MND1	Cancer Epithelial
1.18E-109	0.289080405	0.522	0.363	3.52E-105	Cancer Cycling	NFIB	Cancer Epithelial
1.95E-158	0.288617385	0.285	0.127	5.80E-154	Cancer Cycling	IGKV3-20	Cancer Epithelial
3.39E-187	0.288405519	0.636	0.443	1.01E-182	Cancer Cycling	EBNA1BP2	Cancer Epithelial
3.85E-142	0.288245199	0.738	0.581	1.14E-137	Cancer Cycling	EIF3I	Cancer Epithelial
1.80E-145	0.288021809	0.733	0.584	5.35E-141	Cancer Cycling	MRPS16	Cancer Epithelial
1.37E-205	0.285659418	0.6	0.366	4.06E-201	Cancer Cycling	YBX3	Cancer Epithelial
1.44E-139	0.285550352	0.217	0.086	4.29E-135	Cancer Cycling	MAP1B	Cancer Epithelial
1.00E-160	0.285114947	0.498	0.306	2.98E-156	Cancer Cycling	CKAP4	Cancer Epithelial
0	0.28495246	0.388	0.103	0	Cancer Cycling	CDC25B	Cancer Epithelial
5.54E-267	0.28478607	0.269	0.078	1.65E-262	Cancer Cycling	AKR1B1	Cancer Epithelial
2.82E-163	0.284317425	0.687	0.512	8.38E-159	Cancer Cycling	NUTF2	Cancer Epithelial
0	0.283819925	0.24	0.003	0	Cancer Cycling	DLGAP5	Cancer Epithelial
0	0.283572236	0.273	0.007	0	Cancer Cycling	GTSE1	Cancer Epithelial
3.85E-138	0.283023441	0.767	0.654	1.14E-133	Cancer Cycling	NAP1L1	Cancer Epithelial
2.42E-277	0.283005927	0.462	0.21	7.18E-273	Cancer Cycling	SMCO4	Cancer Epithelial
1.89E-213	0.282948074	0.592	0.363	5.62E-209	Cancer Cycling	PSMD14	Cancer Epithelial
1.48E-224	0.282822932	0.377	0.166	4.40E-220	Cancer Cycling	ODC1	Cancer Epithelial
4.22E-115	0.28260211	0.67	0.499	1.25E-110	Cancer Cycling	BUB3	Cancer Epithelial
2.82E-127	0.28239993	0.448	0.286	8.39E-123	Cancer Cycling	TAP1	Cancer Epithelial
1.26E-160	0.282316972	0.681	0.503	3.73E-156	Cancer Cycling	CCT7	Cancer Epithelial
0	0.281060591	0.246	0.009	0	Cancer Cycling	NEK2	Cancer Epithelial
0	0.280945803	0.454	0.187	0	Cancer Cycling	CLN6	Cancer Epithelial
9.39E-209	0.280111509	0.6	0.379	2.79E-204	Cancer Cycling	UFD1L	Cancer Epithelial
2.10E-161	0.279689931	0.703	0.524	6.25E-157	Cancer Cycling	PSMA3	Cancer Epithelial
6.41E-153	0.279505278	0.787	0.643	1.91E-148	Cancer Cycling	ATP5A1	Cancer Epithelial
4.05E-162	0.277722185	0.789	0.66	1.21E-157	Cancer Cycling	NOP10	Cancer Epithelial
2.55E-140	0.277125923	0.795	0.655	7.58E-136	Cancer Cycling	SNRPD3	Cancer Epithelial
0	0.275936146	0.313	0.014	0	Cancer Cycling	FOXM1	Cancer Epithelial
1.17E-115	0.275669492	0.738	0.615	3.49E-111	Cancer Cycling	ARPC5	Cancer Epithelial
1.06E-129	0.275667189	0.766	0.629	3.15E-125	Cancer Cycling	KIF5B	Cancer Epithelial
0	0.275415933	0.303	0.046	0	Cancer Cycling	SGOL2	Cancer Epithelial
6.75E-161	0.275210871	0.362	0.186	2.01E-156	Cancer Cycling	TEX9	Cancer Epithelial
8.57E-171	0.274911802	0.632	0.438	2.55E-166	Cancer Cycling	FKBP3	Cancer Epithelial
0	0.274243035	0.277	0.016	0	Cancer Cycling	TROAP	Cancer Epithelial
0	0.2740384	0.282	0.026	0	Cancer Cycling	UHRF1	Cancer Epithelial
2.21E-78	0.273954106	0.689	0.584	6.57E-74	Cancer Cycling	HMG20B	Cancer Epithelial
2.71E-123	0.273429806	0.728	0.606	8.07E-119	Cancer Cycling	CCT4	Cancer Epithelial
0	0.273261077	0.256	0.019	0	Cancer Cycling	CENPE	Cancer Epithelial
5.17E-195	0.273107029	0.206	0.06	1.54E-190	Cancer Cycling	LIN28B	Cancer Epithelial
1.05E-161	0.272488286	0.669	0.465	3.11E-157	Cancer Cycling	ANXA5	Cancer Epithelial
0	0.271039114	0.38	0.108	0	Cancer Cycling	EZH2	Cancer Epithelial
1.30E-189	0.270090224	0.633	0.431	3.86E-185	Cancer Cycling	TPRKB	Cancer Epithelial
2.71E-206	0.26987304	0.369	0.169	8.05E-202	Cancer Cycling	STK17A	Cancer Epithelial
6.01E-191	0.269483433	0.595	0.382	1.79E-186	Cancer Cycling	CISD1	Cancer Epithelial
0	0.269315544	0.29	0.013	0	Cancer Cycling	DIAPH3	Cancer Epithelial
5.17E-157	0.268994004	0.742	0.567	1.54E-152	Cancer Cycling	EIF2S2	Cancer Epithelial
2.59E-153	0.268818627	0.674	0.48	7.70E-149	Cancer Cycling	ETFA	Cancer Epithelial
4.32E-174	0.268782337	0.642	0.442	1.28E-169	Cancer Cycling	RBBP7	Cancer Epithelial
6.00E-117	0.268699928	0.667	0.516	1.78E-112	Cancer Cycling	POLR2F	Cancer Epithelial
2.00E-133	0.268152438	0.586	0.403	5.95E-129	Cancer Cycling	GSN	Cancer Epithelial
4.74E-136	0.268067268	0.751	0.613	1.41E-131	Cancer Cycling	PSMB6	Cancer Epithelial
1.25E-123	0.26796352	0.69	0.533	3.72E-119	Cancer Cycling	CCT2	Cancer Epithelial
7.28E-127	0.266594156	0.663	0.502	2.17E-122	Cancer Cycling	YWHAH	Cancer Epithelial
1.37E-127	0.265810287	0.202	0.08	4.08E-123	Cancer Cycling	KRT16	Cancer Epithelial
4.36E-166	0.265760302	0.494	0.294	1.30E-161	Cancer Cycling	RPL39L	Cancer Epithelial
6.53E-244	0.26563064	0.486	0.243	1.94E-239	Cancer Cycling	CBR3	Cancer Epithelial
0	0.265238106	0.282	0.007	0	Cancer Cycling	MELK	Cancer Epithelial
1.08E-150	0.263870688	0.681	0.51	3.21E-146	Cancer Cycling	STOML2	Cancer Epithelial
5.26E-237	0.263818426	0.485	0.25	1.56E-232	Cancer Cycling	CCDC34	Cancer Epithelial
1.11E-173	0.263741225	0.527	0.323	3.31E-169	Cancer Cycling	EBP	Cancer Epithelial
5.93E-208	0.262757255	0.466	0.243	1.76E-203	Cancer Cycling	LINC00152	Cancer Epithelial
2.12E-213	0.262735802	0.561	0.332	6.29E-209	Cancer Cycling	DKC1	Cancer Epithelial
1.83E-209	0.26166078	0.596	0.366	5.44E-205	Cancer Cycling	MRPS11	Cancer Epithelial
1.90E-120	0.261345384	0.507	0.347	5.64E-116	Cancer Cycling	GSTO1	Cancer Epithelial
3.69E-134	0.261041722	0.686	0.539	1.10E-129	Cancer Cycling	DCTPP1	Cancer Epithelial
4.38E-200	0.260832143	0.512	0.296	1.30E-195	Cancer Cycling	C19orf48	Cancer Epithelial
0	0.260824751	0.306	0.024	0	Cancer Cycling	FANCI	Cancer Epithelial
4.62E-107	0.260416128	0.736	0.589	1.37E-102	Cancer Cycling	AKR1A1	Cancer Epithelial
3.51E-149	0.259544882	0.263	0.116	1.04E-144	Cancer Cycling	IGKV4-1	Cancer Epithelial
1.60E-216	0.259397158	0.46	0.237	4.75E-212	Cancer Cycling	ACAT2	Cancer Epithelial
2.25E-147	0.259324931	0.746	0.608	6.68E-143	Cancer Cycling	GTF2A2	Cancer Epithelial
1.29E-139	0.259204496	0.505	0.324	3.85E-135	Cancer Cycling	MAGOHB	Cancer Epithelial
4.80E-203	0.25885161	0.543	0.328	1.43E-198	Cancer Cycling	TFAM	Cancer Epithelial
3.45845952088873e-323	0.258621219	0.362	0.123	1.02830376934584e-318	Cancer Cycling	POLD3	Cancer Epithelial
1.23E-158	0.25804421	0.516	0.322	3.64E-154	Cancer Cycling	GTPBP4	Cancer Epithelial
0	0.257465523	0.247	0.004	0	Cancer Cycling	KIF2C	Cancer Epithelial
3.45884642414064e-313	0.25658105	0.35	0.118	0.00E+00	Cancer Cycling	LBR	Cancer Epithelial
7.74E-130	0.256481247	0.199	0.077	2.30E-125	Cancer Cycling	DKK1	Cancer Epithelial
1.48E-156	0.256061143	0.412	0.225	4.42E-152	Cancer Cycling	C12orf75	Cancer Epithelial
4.02E-126	0.256055506	0.722	0.571	1.20E-121	Cancer Cycling	Sep-07	Cancer Epithelial
1.90E-189	0.254878808	0.58	0.363	5.65E-185	Cancer Cycling	SRPK1	Cancer Epithelial
1.92E-305	0.254825021	0.427	0.173	5.69E-301	Cancer Cycling	RCC1	Cancer Epithelial
5.77E-185	0.254171468	0.608	0.397	1.72E-180	Cancer Cycling	ATG3	Cancer Epithelial
0	0.253994331	0.291	0.043	0	Cancer Cycling	CDCA7	Cancer Epithelial
3.19E-176	0.253764908	0.619	0.406	9.49E-172	Cancer Cycling	SMARCB1	Cancer Epithelial
9.97E-76	0.253230739	0.616	0.487	2.97E-71	Cancer Cycling	C14orf1	Cancer Epithelial
0	0.252538003	0.237	0.004	0	Cancer Cycling	NDC80	Cancer Epithelial
0	0.252006893	0.261	0.029	0	Cancer Cycling	RACGAP1	Cancer Epithelial
2.95E-201	0.251634061	0.279	0.105	8.77E-197	Cancer Cycling	UPP1	Cancer Epithelial
5.38E-141	0.251252328	0.569	0.389	1.60E-136	Cancer Cycling	DCUN1D5	Cancer Epithelial
0	0.250708681	0.25	0.002	0	Cancer Cycling	CEP55	Cancer Epithelial
1.78E-85	0.250193763	0.707	0.582	5.30E-81	Cancer Cycling	STRAP	Cancer Epithelial
2.11E-280	2.238822865	0.217	0.091	6.29E-276	Cancer Her2 SC	SCGB1B2P	Cancer Epithelial
0	1.545959417	0.807	0.301	0	Cancer Her2 SC	MUCL1	Cancer Epithelial
0	1.380910342	0.969	0.853	0	Cancer Her2 SC	CD24	Cancer Epithelial
0	1.239235094	0.527	0.359	0	Cancer Her2 SC	ERBB2	Cancer Epithelial
0	1.115862269	0.418	0.294	0	Cancer Her2 SC	GRB7	Cancer Epithelial
0	0.980886429	0.888	0.637	0	Cancer Her2 SC	IDH2	Cancer Epithelial
5.15E-240	0.872383078	0.321	0.103	1.53E-235	Cancer Her2 SC	FABP7	Cancer Epithelial
4.59E-197	0.859906368	0.263	0.078	1.37E-192	Cancer Her2 SC	IGLV1-40	Cancer Epithelial
0	0.802728515	0.891	0.658	0	Cancer Her2 SC	LGALS3	Cancer Epithelial
0	0.79890056	0.944	0.719	0	Cancer Her2 SC	KRT7	Cancer Epithelial
0	0.788751768	0.641	0.298	0	Cancer Her2 SC	TM7SF2	Cancer Epithelial
0	0.781881799	0.873	0.738	0	Cancer Her2 SC	CRIP2	Cancer Epithelial
0	0.78139195	0.401	0.119	0	Cancer Her2 SC	IGKV3-20	Cancer Epithelial
0	0.778064792	0.392	0.099	0	Cancer Her2 SC	IGKV3-15	Cancer Epithelial
8.72E-278	0.774791503	0.864	0.74	2.59E-273	Cancer Her2 SC	SAT1	Cancer Epithelial
5.84E-293	0.77227482	0.609	0.403	1.74E-288	Cancer Her2 SC	ATG5	Cancer Epithelial
0	0.771371332	0.78	0.456	0	Cancer Her2 SC	SEPP1	Cancer Epithelial
4.31E-250	0.753335978	0.474	0.234	1.28E-245	Cancer Her2 SC	AIM1	Cancer Epithelial
0	0.735414334	0.409	0.285	0	Cancer Her2 SC	STARD3	Cancer Epithelial
0	0.734637373	0.683	0.243	0	Cancer Her2 SC	TFAP2B	Cancer Epithelial
0	0.714050349	0.607	0.412	0	Cancer Her2 SC	SQLE	Cancer Epithelial
1.16E-284	0.681294292	0.503	0.261	3.45E-280	Cancer Her2 SC	C6orf203	Cancer Epithelial
0	0.677996605	0.795	0.59	0	Cancer Her2 SC	AKR1A1	Cancer Epithelial
0	0.659385139	0.783	0.607	0	Cancer Her2 SC	SERINC2	Cancer Epithelial
6.91691904177745e-323	0.654042294	0.66	0.442	2.05660753869169e-318	Cancer Her2 SC	EPHX1	Cancer Epithelial
1.32E-228	0.642235452	0.158	0.021	3.94E-224	Cancer Her2 SC	SCGB2B2	Cancer Epithelial
8.19E-302	0.632679358	0.424	0.163	2.43E-297	Cancer Her2 SC	PDLIM3	Cancer Epithelial
2.11E-83	0.628984133	0.586	0.415	6.29E-79	Cancer Her2 SC	CALML5	Cancer Epithelial
0	0.620213797	0.573	0.262	0	Cancer Her2 SC	LMTK3	Cancer Epithelial
5.10E-251	0.61463241	0.533	0.302	1.52E-246	Cancer Her2 SC	TMC5	Cancer Epithelial
4.64353167856285e-312	0.612363605	0.739	0.526	1.38E-307	Cancer Her2 SC	TNFSF10	Cancer Epithelial
0	0.60835975	0.422	0.135	0	Cancer Her2 SC	EDN1	Cancer Epithelial
0	0.599327343	0.337	0.073	0	Cancer Her2 SC	LINC01285	Cancer Epithelial
1.03E-303	0.592770222	0.714	0.543	3.07E-299	Cancer Her2 SC	PLA2G16	Cancer Epithelial
2.05E-177	0.589197214	0.686	0.571	6.09E-173	Cancer Her2 SC	FDPS	Cancer Epithelial
6.96E-291	0.588654422	0.645	0.37	2.07E-286	Cancer Her2 SC	SCD	Cancer Epithelial
8.77164147626549e-320	0.577996457	0.378	0.107	2.60807216013802e-315	Cancer Her2 SC	IGKV4-1	Cancer Epithelial
8.65E-89	0.577581125	0.448	0.327	2.57E-84	Cancer Her2 SC	APOD	Cancer Epithelial
2.41218985186943e-311	0.568917632	0.732	0.407	7.17E-307	Cancer Her2 SC	SLPI	Cancer Epithelial
9.40E-301	0.560543587	0.677	0.486	2.80E-296	Cancer Her2 SC	C14orf1	Cancer Epithelial
1.08E-222	0.55713782	0.489	0.271	3.20E-218	Cancer Her2 SC	EGLN3	Cancer Epithelial
0	0.554422424	0.738	0.484	0	Cancer Her2 SC	ETFA	Cancer Epithelial
0	0.553985514	0.821	0.546	0	Cancer Her2 SC	CD99	Cancer Epithelial
5.62E-252	0.549420123	0.412	0.203	1.67E-247	Cancer Her2 SC	PDSS2	Cancer Epithelial
6.69730686220102e-319	0.538923583	0.751	0.599	1.99131024933823e-314	Cancer Her2 SC	HEBP2	Cancer Epithelial
8.15E-287	0.536100226	0.865	0.689	2.42E-282	Cancer Her2 SC	ENO1	Cancer Epithelial
1.81E-233	0.531360616	0.819	0.683	5.39E-229	Cancer Her2 SC	PGK1	Cancer Epithelial
1.76E-208	0.52760438	0.14	0.021	5.23E-204	Cancer Her2 SC	LGALS7B	Cancer Epithelial
0	0.524868097	0.673	0.397	0	Cancer Her2 SC	CTNNBIP1	Cancer Epithelial
2.64E-64	0.524649249	0.488	0.365	7.84E-60	Cancer Her2 SC	IGFBP5	Cancer Epithelial
0	0.524323913	0.586	0.344	0	Cancer Her2 SC	SLC25A33	Cancer Epithelial
5.72E-283	0.520022602	0.889	0.786	1.70E-278	Cancer Her2 SC	P4HB	Cancer Epithelial
2.23E-243	0.511106991	0.623	0.381	6.64E-239	Cancer Her2 SC	NGRN	Cancer Epithelial
2.92E-239	0.503511636	0.846	0.677	8.69E-235	Cancer Her2 SC	NUPR1	Cancer Epithelial
1.11E-203	0.479525347	0.571	0.374	3.30E-199	Cancer Her2 SC	HILPDA	Cancer Epithelial
6.03847032347172e-320	0.471578829	0.849	0.725	1.79541838127785e-315	Cancer Her2 SC	CIB1	Cancer Epithelial
3.24E-157	0.463737122	0.592	0.407	9.63E-153	Cancer Her2 SC	ID2	Cancer Epithelial
1.72E-283	0.462089479	0.912	0.808	5.12E-279	Cancer Her2 SC	ANXA2	Cancer Epithelial
4.67E-231	0.460789728	0.781	0.644	1.39E-226	Cancer Her2 SC	TMED9	Cancer Epithelial
2.69E-244	0.455289868	0.614	0.358	7.99E-240	Cancer Her2 SC	REEP6	Cancer Epithelial
1.15E-101	0.45366508	0.296	0.176	3.42E-97	Cancer Her2 SC	CEACAM6	Cancer Epithelial
1.53E-248	0.452825868	0.647	0.429	4.54E-244	Cancer Her2 SC	DYNC1H1	Cancer Epithelial
3.91E-216	0.449313138	0.731	0.567	1.16E-211	Cancer Her2 SC	CDK2AP2	Cancer Epithelial
1.55E-179	0.44858195	0.406	0.23	4.61E-175	Cancer Her2 SC	QRSL1	Cancer Epithelial
6.18E-161	0.446954813	0.475	0.328	1.84E-156	Cancer Her2 SC	BACE2	Cancer Epithelial
4.46E-240	0.441350071	0.778	0.551	1.33E-235	Cancer Her2 SC	SPDEF	Cancer Epithelial
0	0.437626199	0.376	0.109	0	Cancer Her2 SC	ACSL1	Cancer Epithelial
8.20E-212	0.437540946	0.479	0.264	2.44E-207	Cancer Her2 SC	CBR3	Cancer Epithelial
7.86E-120	0.436922507	0.154	0.042	2.34E-115	Cancer Her2 SC	IGHV3-21	Cancer Epithelial
1.10E-212	0.43643425	0.672	0.467	3.26E-208	Cancer Her2 SC	GPI	Cancer Epithelial
2.98E-263	0.43616865	0.324	0.093	8.85E-259	Cancer Her2 SC	IGKV1-9	Cancer Epithelial
9.79E-227	0.430189525	0.647	0.393	2.91E-222	Cancer Her2 SC	CD82	Cancer Epithelial
2.66E-259	0.428683521	0.252	0.107	7.90E-255	Cancer Her2 SC	PGAP3	Cancer Epithelial
1.51E-264	0.424335643	0.728	0.535	4.50E-260	Cancer Her2 SC	ADAM15	Cancer Epithelial
2.33E-251	0.417368521	0.615	0.331	6.94E-247	Cancer Her2 SC	MARCKS	Cancer Epithelial
8.46E-171	0.41570657	0.692	0.587	2.52E-166	Cancer Her2 SC	BNIP3	Cancer Epithelial
2.19E-223	0.414599665	0.357	0.135	6.50E-219	Cancer Her2 SC	SERHL2	Cancer Epithelial
2.00E-221	0.413751484	0.631	0.387	5.94E-217	Cancer Her2 SC	UCP2	Cancer Epithelial
4.26E-151	0.410520121	0.537	0.331	1.27E-146	Cancer Her2 SC	LMO4	Cancer Epithelial
2.69E-202	0.408247303	0.696	0.503	8.00E-198	Cancer Her2 SC	WASF2	Cancer Epithelial
4.98E-194	0.404470006	0.519	0.341	1.48E-189	Cancer Her2 SC	GMDS	Cancer Epithelial
6.89E-148	0.401793918	0.769	0.646	2.05E-143	Cancer Her2 SC	PNRC1	Cancer Epithelial
7.47E-188	0.398927463	0.477	0.246	2.22E-183	Cancer Her2 SC	ALDH2	Cancer Epithelial
4.34E-197	0.393240402	0.542	0.304	1.29E-192	Cancer Her2 SC	SEPHS2	Cancer Epithelial
3.46E-138	0.3932313	0.465	0.279	1.03E-133	Cancer Her2 SC	ANKRD37	Cancer Epithelial
1.82E-161	0.391149672	0.47	0.292	5.42E-157	Cancer Her2 SC	HMGCS1	Cancer Epithelial
5.46E-218	0.387953607	0.576	0.39	1.62E-213	Cancer Her2 SC	RPS6KB2	Cancer Epithelial
9.27E-180	0.386822393	0.547	0.322	2.76E-175	Cancer Her2 SC	NUDT8	Cancer Epithelial
1.85E-163	0.38547643	0.51	0.29	5.51E-159	Cancer Her2 SC	SFN	Cancer Epithelial
4.86E-145	0.382117888	0.183	0.052	1.44E-140	Cancer Her2 SC	TDO2	Cancer Epithelial
8.52E-194	0.380877966	0.321	0.119	2.53E-189	Cancer Her2 SC	RNF39	Cancer Epithelial
0	0.379893482	0.253	0.033	0	Cancer Her2 SC	RP11-369C8.1	Cancer Epithelial
1.35E-162	0.379248396	0.485	0.321	4.01E-158	Cancer Her2 SC	MSMO1	Cancer Epithelial
1.19E-194	0.379237288	0.6	0.359	3.53E-190	Cancer Her2 SC	SDC1	Cancer Epithelial
5.47E-183	0.378447032	0.669	0.525	1.63E-178	Cancer Her2 SC	DDOST	Cancer Epithelial
2.10E-240	0.378118388	0.331	0.104	6.25E-236	Cancer Her2 SC	IGKV3-11	Cancer Epithelial
9.82E-103	0.374054364	0.444	0.31	2.92E-98	Cancer Her2 SC	MESP1	Cancer Epithelial
8.84E-231	0.371154216	0.765	0.626	2.63E-226	Cancer Her2 SC	SSU72	Cancer Epithelial
3.42E-203	0.368465032	0.735	0.582	1.02E-198	Cancer Her2 SC	POLR2E	Cancer Epithelial
3.35E-151	0.368025089	0.685	0.58	9.96E-147	Cancer Her2 SC	NFIC	Cancer Epithelial
6.75E-210	0.366345359	0.523	0.284	2.01E-205	Cancer Her2 SC	G6PD	Cancer Epithelial
2.14E-211	0.365456595	0.721	0.582	6.37E-207	Cancer Her2 SC	TMEM134	Cancer Epithelial
9.85E-195	0.361968459	0.548	0.346	2.93E-190	Cancer Her2 SC	ODF2L	Cancer Epithelial
5.86E-134	0.361885495	0.768	0.624	1.74E-129	Cancer Her2 SC	BLVRB	Cancer Epithelial
1.01E-135	0.353805423	0.82	0.652	3.00E-131	Cancer Her2 SC	TM4SF1	Cancer Epithelial
9.75E-272	0.353017875	0.258	0.055	2.90E-267	Cancer Her2 SC	CTAG2	Cancer Epithelial
2.02E-190	0.352844722	0.818	0.712	6.02E-186	Cancer Her2 SC	TMED3	Cancer Epithelial
6.85E-232	0.350122046	0.228	0.049	2.04E-227	Cancer Her2 SC	IGHV6-1	Cancer Epithelial
0	0.348803643	0.272	0.048	0	Cancer Her2 SC	LGALS12	Cancer Epithelial
7.05E-87	0.347397877	0.519	0.378	2.10E-82	Cancer Her2 SC	PDZK1IP1	Cancer Epithelial
3.50E-146	0.344022659	0.328	0.154	1.04E-141	Cancer Her2 SC	LINC01133	Cancer Epithelial
1.59E-113	0.343546571	0.629	0.514	4.72E-109	Cancer Her2 SC	FDFT1	Cancer Epithelial
1.41E-193	0.341881638	0.464	0.24	4.20E-189	Cancer Her2 SC	ABLIM1	Cancer Epithelial
7.13E-109	0.341754722	0.797	0.696	2.12E-104	Cancer Her2 SC	HN1	Cancer Epithelial
8.19E-107	0.340668	0.486	0.325	2.43E-102	Cancer Her2 SC	CKB	Cancer Epithelial
2.15E-149	0.3378037	0.203	0.06	6.38E-145	Cancer Her2 SC	GLYATL2	Cancer Epithelial
4.94E-229	0.337706347	0.314	0.109	1.47E-224	Cancer Her2 SC	MALL	Cancer Epithelial
8.86E-235	0.33583871	0.522	0.246	2.64E-230	Cancer Her2 SC	RP11-206M11.7	Cancer Epithelial
1.62E-144	0.334751535	0.656	0.461	4.82E-140	Cancer Her2 SC	TC2N	Cancer Epithelial
3.12E-209	0.334192621	0.246	0.065	9.27E-205	Cancer Her2 SC	LIN28B	Cancer Epithelial
4.11E-179	0.33186681	0.479	0.249	1.22E-174	Cancer Her2 SC	ALDH3B2	Cancer Epithelial
7.03E-144	0.329704916	0.452	0.25	2.09E-139	Cancer Her2 SC	PHGDH	Cancer Epithelial
3.12E-146	0.324302574	0.712	0.595	9.27E-142	Cancer Her2 SC	FAAP20	Cancer Epithelial
1.35E-141	0.321346662	0.363	0.2	4.02E-137	Cancer Her2 SC	TEX9	Cancer Epithelial
2.79E-124	0.321041396	0.742	0.621	8.30E-120	Cancer Her2 SC	LMAN2	Cancer Epithelial
3.90E-152	0.320036215	0.645	0.503	1.16E-147	Cancer Her2 SC	NANS	Cancer Epithelial
1.16E-185	0.319964218	0.556	0.368	3.46E-181	Cancer Her2 SC	LYPLA2	Cancer Epithelial
1.52E-105	0.318921505	0.533	0.41	4.51E-101	Cancer Her2 SC	IDI1	Cancer Epithelial
7.28E-133	0.31861915	0.446	0.289	2.17E-128	Cancer Her2 SC	DBN1	Cancer Epithelial
1.42E-159	0.318434738	0.746	0.625	4.23E-155	Cancer Her2 SC	UQCRFS1	Cancer Epithelial
4.63E-70	0.31824498	0.7	0.588	1.38E-65	Cancer Her2 SC	EFHD1	Cancer Epithelial
1.87E-288	0.317373686	0.395	0.131	5.56E-284	Cancer Her2 SC	TTLL7	Cancer Epithelial
4.93E-131	0.315472355	0.758	0.633	1.46E-126	Cancer Her2 SC	RALY	Cancer Epithelial
